pipeline,BR_mean_avg,K_mean_avg,wIoU_mean_avg,CD_mean_avg,elapsed_s_avg,BR_mean_std,K_mean_std,wIoU_mean_std,CD_mean_std,elapsed_s_std,n
cb_hed_nms_dp,0.07539804735588504,1.6755121634641117,0.471558988510439,nan,61.543308750002325,0.03380172034977802,0.7511493411061783,0.3270315036864027,0.0,45.01972205589465,4
cb_hed_nms_ge,0.09574919378579458,2.1277598619065463,0.46844201053638057,nan,94.24483634999706,0.05502208503556103,1.2227130007902454,0.32518646583290267,0.0,82.30236004033239,4
cb_hed_steger_dp,0.8060793212189334,22.413722813966352,0.48316318235592437,nan,139.60867602500002,0.1448022170138419,8.857691131904062,0.3024611704234415,0.0,86.82970600112242,4
cb_hed_steger_ge,0.8060793212189334,22.413722813966352,0.48316318235592437,nan,147.09763632499744,0.1448022170138419,8.857691131904062,0.3024611704234415,0.0,114.20052063870395,4
cb_hed_steger_iarussi,0.8060793212189334,22.413722813966352,0.48316318235592437,nan,151.3981966499996,0.1448022170138419,8.857691131904062,0.3024611704234415,0.0,122.76357116605968,4
cb_hed_zs_dp,0.5609888091781299,13.94748189084551,0.4568456346088451,nan,64.9868824749974,0.3147218278837091,9.073973185373685,0.3171737246234178,0.0,46.735862142455794,4
cb_hed_zs_ge,0.6390712253452336,17.26990061151849,0.45186321208608193,nan,75.97517769999467,0.30226280839868486,10.766008504158842,0.313047755042015,0.0,55.1847133366881,4
cb_nbed_nms_dp,0.5088660714285714,11.920238095238096,0.23227103622512807,nan,71.37941755000065,0.3971160714285714,9.436904761904763,0.1481757155237013,0.0,34.54549095000402,2
cb_nbed_nms_ge,0.058125,1.2916666666666667,nan,nan,8.136191099998541,0.0,0.0,0.0,0.0,0.0,1
