clip,BR_mean_avg,K_mean_avg,wIoU_mean_avg,CD_mean_avg,elapsed_s_avg,BR_mean_std,K_mean_std,wIoU_mean_std,CD_mean_std,elapsed_s_std,n
bmx,0.2690972222222222,5.987037037037037,0.09992675230971171,nan,34.093903711109306,0.24126213588102993,5.371199648616212,0.018937519635663536,0.0,29.650412003896164,9
car,0.7582477678571429,24.73325892857143,0.44886897555705757,nan,47.152741137499106,0.3830674798670028,14.016756978481071,0.031170443177099567,0.0,27.864128585673726,8
sphere,0.5009191176470588,11.741596638655464,0.9637032304933291,nan,132.1891041999978,0.25459075284368554,6.281494336838617,0.010369931177628381,0.0,35.6670800090033,7
vault,0.6056210191082803,14.319836214740675,0.36015017247155384,nan,211.56044162857037,0.3563806447309453,8.54490059627728,0.019813807923493014,0.0,100.94650871763848,7
